Time,stamp.secs,stamp.nsecs,left,right
1609131341.6017854,1609131341,600403070,0.0,0.0
1609131341.7035122,1609131341,701693058,0.0,0.0
1609131341.8181055,1609131341,815984010,0.0,0.0
1609131341.9190137,1609131341,918056011,0.0,0.0
1609131342.015448,1609131342,13191938,0.0,0.0
1609131342.110109,1609131342,108035087,0.0,0.0
1609131342.205958,1609131342,203644990,0.0,0.0
1609131342.3044403,1609131342,302690982,0.0,0.0
1609131342.4080548,1609131342,405596971,0.0,0.0
1609131342.5085738,1609131342,506517887,0.0,0.0
1609131342.6121142,1609131342,610579967,0.0,0.0
1609131342.7129893,1609131342,710598945,0.0,0.0
